tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,favorite_count,retweet_count,followers_count,jpg_url,dog_stage,prediction,confidence_level
684225744407494656,2016-01-05 04:11:44,Twitter for iPhone,"Two sneaky puppers were not initially seen, moving the rating to 143/130. Please forgive us. Thank you https://t.co/kRK51Y5ac3","https://twitter.com/dog_rates/status/684225744407494656/photo/1,https://twitter.com/dog_rates/status/684225744407494656/photo/1",143.0,130.0,None,,,,,1185,195,9004971,https://pbs.twimg.com/media/CX7br3HWsAAQ9L1.jpg,None,golden_retriever,0.203249
684241637099323392,2016-01-05 05:14:53,Twitter for iPhone,This is Obi. He got camera shy. 12/10 https://t.co/feiPiq7z94,"https://twitter.com/dog_rates/status/684241637099323392/photo/1,https://twitter.com/dog_rates/status/684241637099323392/photo/1,https://twitter.com/dog_rates/status/684241637099323392/photo/1",12.0,10.0,Nonebi,,,,,7741,3088,9004971,https://pbs.twimg.com/media/CX7qIcdWcAELJ7N.jpg,None,Pembroke,0.508498
683849932751646720,2016-01-04 03:18:23,Twitter for iPhone,This is Jiminy. He's not the brightest dog. Needs to lay off the kibble. 5/10 still petable https://t.co/omln4LOy1x,https://twitter.com/dog_rates/status/683849932751646720/photo/1,5.0,10.0,Jiminy,,,,,2486,897,9004971,https://pbs.twimg.com/media/CX2F4qNUQAAR6Cm.jpg,None,Mexican_hairless,0.164906
684460069371654144,2016-01-05 19:42:51,Twitter for iPhone,This is Jeph. He's a Western Sagittarius Dookmarriot. Frightened by leaf. Caught him off guard. 10/10 calm down Jeph https://t.co/bicyOV6lju,https://twitter.com/dog_rates/status/684460069371654144/photo/1,10.0,10.0,Jeph,,,,,1887,526,9004971,https://pbs.twimg.com/media/CX-wzZEUwAA4ISM.jpg,None,Labrador_retriever,0.673691
684538444857667585,2016-01-06 00:54:18,Twitter for iPhone,"After watching this video, we've determined that Pippa will be upgraded to a 12/10. Please enjoy https://t.co/IKoRK4yoxV",https://twitter.com/dog_rates/status/684538444857667585/video/1,12.0,10.0,None,,,,,2521,894,9004971,https://pbs.twimg.com/ext_tw_video_thumb/684538367950872576/pu/img/kTKOkSU45BS-fpq8.jpg,None,Chihuahua,0.702583
684567543613382656,2016-01-06 02:49:55,Twitter for iPhone,This is Bobby. He doesn't give a damn about personal space. Convinced he called shotgun first. 4/10 not the best dog https://t.co/b8XW69gSaU,https://twitter.com/dog_rates/status/684567543613382656/photo/1,4.0,10.0,Bobby,,,,,2866,1141,9004971,https://pbs.twimg.com/media/CYASi6FWQAEQMW2.jpg,None,,0.0
684594889858887680,2016-01-06 04:38:35,Twitter for iPhone,"""FOR THE LAST TIME I DON'T WANNA PLAY TWISTER ALL THE SPOTS ARE GREY DAMN IT CINDY"" ...10/10 https://t.co/uhQNehTpIu",https://twitter.com/dog_rates/status/684594889858887680/photo/1,10.0,10.0,None,,,,,8478,3300,9004971,https://pbs.twimg.com/media/CYAra7JWsAACPZH.jpg,None,Weimaraner,0.948688
684800227459624960,2016-01-06 18:14:31,Twitter for iPhone,Meet Theodore. He's dapper as hell. Probably owns horses. Uses 'summer' as a verb. Often quotes philosophers. 11/10 https://t.co/J3Ld4fRbSy,https://twitter.com/dog_rates/status/684800227459624960/photo/1,11.0,10.0,Theodore,,,,,2599,946,9004971,https://pbs.twimg.com/media/CYDmK7ZVAAI_ylL.jpg,None,miniature_schnauzer,0.294457
684902183876321280,2016-01-07 00:59:40,Twitter for iPhone,This is Perry. He's an Augustus Gloopster. Very condescending. Makes up for it with the sneaky tongue slip. 11/10 https://t.co/JVvIrUmTkR,https://twitter.com/dog_rates/status/684902183876321280/photo/1,11.0,10.0,Perry,,,,,1783,497,9004971,https://pbs.twimg.com/media/CYFC5lmWAAAEIho.jpg,None,Pembroke,0.708034
684914660081053696,2016-01-07 01:49:14,Twitter for iPhone,"""Hello yes I'll just get one of each color thanks"" 12/10 for all https://t.co/AMDsllQs7a",https://twitter.com/dog_rates/status/684914660081053696/photo/1,12.0,10.0,None,,,,,3348,1374,9004971,https://pbs.twimg.com/media/CYFOP6cWEAAWp-k.jpg,None,chow,0.261288
684926975086034944,2016-01-07 02:38:10,Twitter for iPhone,Meet Bruiser &amp; Charlie. They are the best of pals. Been through it all together. Both 11/10. 1 like=1 friendship https://t.co/PEXHuvSVD4,https://twitter.com/dog_rates/status/684926975086034944/photo/1,11.0,10.0,Bruiser,,,,,3338,443,9004971,https://pbs.twimg.com/media/CYFZXdiU0AAc_kw.jpg,None,Labrador_retriever,0.769412
684940049151070208,2016-01-07 03:30:07,Twitter for iPhone,This is Oreo. She's a photographer and a model. Living a double pupple life. 12/10 such talent much cute would pet https://t.co/zNeLxJeAoL,"https://twitter.com/dog_rates/status/684940049151070208/photo/1,https://twitter.com/dog_rates/status/684940049151070208/photo/1",12.0,10.0,Nonereo,,,,,3054,983,9004971,https://pbs.twimg.com/media/CYFlVUFWwAAEsWX.jpg,None,Border_collie,0.665578
684959798585110529,2016-01-07 04:48:36,Twitter for iPhone,This is Jerry. He's a neat dog. No legs (tragic). Has more horns than a dog usually does. Bark is unique af. 5/10 https://t.co/85q7xlplsJ,https://twitter.com/dog_rates/status/684959798585110529/photo/1,5.0,10.0,Jerry,,,,,6479,2950,9004971,https://pbs.twimg.com/media/CYF3TSlWMAAaoG5.jpg,None,,0.0
685198997565345792,2016-01-07 20:39:06,Twitter for iPhone,This is Alfie. That is his time machine. He's very proud of it. Without him life as we know it would not exist 11/10 https://t.co/530Yfbl5xo,https://twitter.com/dog_rates/status/685198997565345792/photo/1,11.0,10.0,Alfie,,,,,2226,629,9004971,https://pbs.twimg.com/media/CYJQxvJW8AAkkws.jpg,None,Old_English_sheepdog,0.00967138
685315239903100929,2016-01-08 04:21:00,Twitter for iPhone,I would like everyone to appreciate this pup's face as much as I do. 11/10 https://t.co/QIe7oxkSNo,"https://twitter.com/dog_rates/status/685315239903100929/photo/1,https://twitter.com/dog_rates/status/685315239903100929/photo/1",11.0,10.0,None,,,,,3140,983,9004971,https://pbs.twimg.com/media/CYK6kf0WMAAzP-0.jpg,None,chow,0.470162
684481074559381504,2016-01-05 21:06:19,Twitter for iPhone,Meet Pippa. She's an Elfin High Feta. Compact af. Easy to transport. Great for vacations. 10/10 would keep in pocket https://t.co/nBtDeZ4yAb,https://twitter.com/dog_rates/status/684481074559381504/photo/1,10.0,10.0,Pippa,,,,,3699,1112,9004971,https://pbs.twimg.com/media/CX_D6AJWwAAnBIw.jpg,None,Chihuahua,0.93781
683773439333797890,2016-01-03 22:14:26,Twitter for iPhone,This is Buddy. He's gaining strength. Currently an F4 tornado with wind speeds up to 260mph. Very devastating. 9/10 https://t.co/qipZbshNsR,https://twitter.com/dog_rates/status/683773439333797890/photo/1,9.0,10.0,Buddy,,,,,3196,1269,9004971,https://pbs.twimg.com/media/CX1AUQ2UAAAC6s-.jpg,None,miniature_pinscher,0.0728852
683742671509258241,2016-01-03 20:12:10,Twitter for iPhone,Meet Sebastian. He's a womanizer. Romantic af. Always covered in flower petals. Also a poet. 11/10 dreamy as hell https://t.co/eoL1bCpWCg,https://twitter.com/dog_rates/status/683742671509258241/photo/1,11.0,10.0,Sebastian,,,,,6156,3133,9004971,https://pbs.twimg.com/media/CX0kVRxWYAAWWZi.jpg,None,Pembroke,0.895279
683498322573824003,2016-01-03 04:01:13,Twitter for iPhone,This is Griffin. He's desperate for both a physical and emotion connection. 11/10 I'd hug the hell out of Griffin https://t.co/ObWcOEekt0,https://twitter.com/dog_rates/status/683498322573824003/photo/1,11.0,10.0,Griffin,,,,,3023,918,9004971,https://pbs.twimg.com/media/CXxGGOsUwAAr62n.jpg,None,Airedale,0.945362
681339448655802368,2015-12-28 05:02:37,Twitter for iPhone,This is Asher. He's not wearing a seatbelt or keeping both paws on the wheel. Absolute menace on the roadways. 9/10 https://t.co/V3SWuHACkh,https://twitter.com/dog_rates/status/681339448655802368/photo/1,9.0,10.0,Asher,,,,,8847,3852,9004971,https://pbs.twimg.com/media/CXSanNkWkAAqR9M.jpg,None,Labrador_retriever,0.0946149
681523177663676416,2015-12-28 17:12:42,Twitter for iPhone,This is Carly. She's actually 2 dogs fused together. Very innovative. Probably has superpowers. 12/10 for double dog https://t.co/GQn2IopLud,https://twitter.com/dog_rates/status/681523177663676416/photo/1,12.0,10.0,Carly,,,,,13578,5417,9004971,https://pbs.twimg.com/media/CXVBtX_WwAEuqbP.jpg,None,Norfolk_terrier,0.205067
681579835668455424,2015-12-28 20:57:50,Twitter for iPhone,This is Apollo. He thought you weren't coming back so he had a mental breakdown. 8/10 we've all been there https://t.co/ojUBrDCHLT,https://twitter.com/dog_rates/status/681579835668455424/photo/1,8.0,10.0,Apollo,,,,,3370,1224,9004971,https://pbs.twimg.com/media/CXV1Ot_W8AEpkQO.jpg,None,Rottweiler,0.760671
681610798867845120,2015-12-28 23:00:52,Twitter for iPhone,*collapses* 12/10 https://t.co/C7M8mnzHIK,https://twitter.com/dog_rates/status/681610798867845120/photo/1,12.0,10.0,None,,,,,1805,443,9004971,https://pbs.twimg.com/media/CXWRZBgWkAEHMea.jpg,None,toy_poodle,0.8217040000000001
681981167097122816,2015-12-29 23:32:35,Twitter for iPhone,This is Jimothy. He's a Trinidad Poliwhirl. Father was a velociraptor. Exceptionally unamused. 12/10 would adopt https://t.co/VwdIk0OwVx,https://twitter.com/dog_rates/status/681981167097122816/photo/1,12.0,10.0,Jimothy,,,,,2670,972,9004971,https://pbs.twimg.com/media/CXbiQHmWcAAt6Lm.jpg,None,Labrador_retriever,0.4525770000000001
682003177596559360,2015-12-30 01:00:03,Twitter for iPhone,Unique dog here. Wrinkly as hell. Weird segmented neck. Finger on fire. Doesn't seem to notice. 5/10 might still pet https://t.co/Hy9La4xNX3,https://twitter.com/dog_rates/status/682003177596559360/photo/1,5.0,10.0,None,,,,,2974,1424,9004971,https://pbs.twimg.com/media/CXb2RcDUsAEnkJb.jpg,None,,0.0
682032003584274432,2015-12-30 02:54:35,Twitter for iPhone,This is Ulysses. He likes holding hands and his eyes are magic. 11/10 https://t.co/gPmJHmtgak,https://twitter.com/dog_rates/status/682032003584274432/photo/1,11.0,10.0,Ulysses,,,,,6255,1876,9004971,https://pbs.twimg.com/media/CXcQfUNUQAEwFoQ.jpg,None,schipperke,0.997953
682047327939461121,2015-12-30 03:55:29,Twitter for iPhone,We normally don't rate bears but this one seems nice. Her name is Thea. Appears rather fluffy. 10/10 good bear https://t.co/fZc7MixeeT,https://twitter.com/dog_rates/status/682047327939461121/photo/1,10.0,10.0,None,,,,,3047,882,9004971,https://pbs.twimg.com/media/CXcebTeWsAUQJ-J.jpg,None,,0.0
682059653698686977,2015-12-30 04:44:28,Twitter for iPhone,This is Tess. Her main passions are shelves and baking too many cookies. 11/10 https://t.co/IriJlVZ6m4,"https://twitter.com/dog_rates/status/682059653698686977/photo/1,https://twitter.com/dog_rates/status/682059653698686977/photo/1",11.0,10.0,Tess,,,,,4698,1585,9004971,https://pbs.twimg.com/media/CXcpovWWMAAMcfv.jpg,None,,0.0
682242692827447297,2015-12-30 16:51:48,Twitter for iPhone,This is Samson. He patrols his waters on the back of his massive shielded battle dog. 11/10 https://t.co/f8dVgDYDFf,https://twitter.com/dog_rates/status/682242692827447297/photo/1,11.0,10.0,Samson,,,,,3078,1082,9004971,https://pbs.twimg.com/media/CXfQG_fW8AAjVhV.jpg,None,,0.0
682259524040966145,2015-12-30 17:58:40,Twitter for iPhone,Meet Jax. He's an Iglesias Hufflepoof. Quite the jokester. Takes it too far sometimes. Can be very hurtful. 9/10 https://t.co/i5TeG0KYcW,https://twitter.com/dog_rates/status/682259524040966145/photo/1,9.0,10.0,Jax,,,,,3944,1121,9004971,https://pbs.twimg.com/media/CXffar9WYAArfpw.jpg,None,Siberian_husky,0.43967
682303737705140231,2015-12-30 20:54:22,Twitter for iPhone,This is Todo. He's screaming because he doesn't want to wear his sweater or a seat belt. 9/10 gotta buckle up pup https://t.co/Nm8Spw4HbD,https://twitter.com/dog_rates/status/682303737705140231/photo/1,9.0,10.0,Todo,,,,,2922,919,9004971,https://pbs.twimg.com/media/CXgHoLnWAAA8i52.jpg,None,Lakeland_terrier,0.00173092
682389078323662849,2015-12-31 02:33:29,Twitter for iPhone,"Meet Brody. He's a Downton Abbey Falsetto. Addicted to grating cheese. He says he can stop but we know he can't
9/10 https://t.co/vBeiQq6SaZ",https://twitter.com/dog_rates/status/682389078323662849/photo/1,9.0,10.0,Brody,,,,,1591,444,9004971,https://pbs.twimg.com/media/CXhVKtvW8AAyiyK.jpg,None,curly-coated_retriever,0.482288
682393905736888321,2015-12-31 02:52:40,Twitter for iPhone,This is Kreg. He's riding an invisible jet ski. 11/10 that's downright legendary https://t.co/BA5AV5dx6Y,https://twitter.com/dog_rates/status/682393905736888321/photo/1,11.0,10.0,Kreg,,,,,2134,625,9004971,https://pbs.twimg.com/media/CXhZom1UwAA4Zz6.jpg,None,vizsla,0.657275
682429480204398592,2015-12-31 05:14:01,Twitter for iPhone,"I know we joke around on here, but this is getting really frustrating. We rate dogs. Not T-Rex. Thank you... 8/10 https://t.co/5aFw7SWyxU",https://twitter.com/dog_rates/status/682429480204398592/photo/1,8.0,10.0,None,,,,,3278,1086,9004971,https://pbs.twimg.com/media/CXh5_dDWQAIbU-J.jpg,None,whippet,0.594701
682638830361513985,2015-12-31 19:05:54,Twitter for iPhone,I have no words. Just a magnificent pup. 12/10 https://t.co/viwWHZgX8j,"https://twitter.com/dog_rates/status/682638830361513985/photo/1,https://twitter.com/dog_rates/status/682638830361513985/photo/1,https://twitter.com/dog_rates/status/682638830361513985/photo/1,https://twitter.com/dog_rates/status/682638830361513985/photo/1",12.0,10.0,None,,,,,1971,561,9004971,https://pbs.twimg.com/media/CXk4W0qWYAMEMEs.jpg,None,English_springer,0.440781
682662431982772225,2015-12-31 20:39:41,Twitter for iPhone,Meet Joey and Izzy. Joey only has one ear that works and Izzy wants 2015 to be over already. Both great pups. 11/10s https://t.co/WgQTIQ93BB,https://twitter.com/dog_rates/status/682662431982772225/photo/1,11.0,10.0,Joey,,,,,2910,1023,9004971,https://pbs.twimg.com/media/CXlN1-EWMAQdwXK.jpg,None,beagle,0.413824
682697186228989953,2015-12-31 22:57:47,Twitter for iPhone,NAAAAAAA ZAPENYAAAAA MABADI-CHIBAWAAA 12/10 https://t.co/Ny4iM6FDtz,https://twitter.com/dog_rates/status/682697186228989953/photo/1,12.0,10.0,None,,,,,1256,343,9004971,https://pbs.twimg.com/media/CXltdtaWYAIuX_V.jpg,None,,0.0
682750546109968385,2016-01-01 02:29:49,Twitter for iPhone,Meet Taco. He's a speckled Garnier Fructis. Loves to shadow box. Ears out of control. Friend clearly impressed 9/10 https://t.co/85X1GHohFr,https://twitter.com/dog_rates/status/682750546109968385/photo/1,9.0,10.0,Taco,,,,,1445,410,9004971,https://pbs.twimg.com/media/CXmd_bsWkAEEXck.jpg,None,English_setter,0.947198
682962037429899265,2016-01-01 16:30:13,Twitter for iPhone,This is Darrel. He just robbed a 7/11 and is in a high speed police chase. Was just spotted by the helicopter 10/10 https://t.co/7EsP8LmSp5,https://twitter.com/dog_rates/status/682962037429899265/photo/1,7.0,10.0,Darrel,,,,,34965,15472,9004971,https://pbs.twimg.com/media/CXpeVzQW8AApKYb.jpg,None,Chihuahua,0.15520699999999998
683030066213818368,2016-01-01 21:00:32,Twitter for iPhone,This is Lulu. She's contemplating all her unreached 2015 goals and daydreaming of a more efficient tomorrow. 10/10 https://t.co/h3ScYuz77J,https://twitter.com/dog_rates/status/683030066213818368/photo/1,10.0,10.0,Lulu,,,,,2062,703,9004971,https://pbs.twimg.com/media/CXqcOHCUQAAugTB.jpg,None,boxer,0.722218
683098815881154561,2016-01-02 01:33:43,Twitter for iPhone,aahhhhkslaldhwnxmzbbs 12/10 for being da smooshiest https://t.co/UOPdXmUz4H,https://twitter.com/dog_rates/status/683098815881154561/photo/1,12.0,10.0,None,,,,,2074,618,9004971,https://pbs.twimg.com/media/CXrawAhWkAAWSxC.jpg,None,golden_retriever,0.889848
683357973142474752,2016-01-02 18:43:31,Twitter for iPhone,"""Have a seat, son. There are some things we need to discuss"" 10/10 https://t.co/g4G5tvfTVd",https://twitter.com/dog_rates/status/683357973142474752/photo/1,10.0,10.0,None,,,,,2758,861,9004971,https://pbs.twimg.com/media/CXvGbWeWMAcRbyJ.jpg,None,Pembroke,0.406509
683391852557561860,2016-01-02 20:58:09,Twitter for iPhone,"Say hello to Jack (pronounced ""Kevin""). He's a Virgo Episcopalian. Can summon rainbows. 11/10 magical as hell https://t.co/YHXrdUTHd6",https://twitter.com/dog_rates/status/683391852557561860/photo/1,11.0,10.0,Jack,,,,,7286,2263,9004971,https://pbs.twimg.com/media/CXvlQ2zW8AAE0tp.jpg,None,French_bulldog,0.992833
683449695444799489,2016-01-03 00:47:59,Twitter for iPhone,I just want to be friends with this dog. Appears to be into the sports. A true brobean. 10/10 would introduce to mom https://t.co/1Z7Q6svWpe,https://twitter.com/dog_rates/status/683449695444799489/photo/1,10.0,10.0,None,,,,,3682,1511,9004971,https://pbs.twimg.com/media/CXwZ3pbWsAAriTv.jpg,None,Lakeland_terrier,0.303512
685321586178670592,2016-01-08 04:46:13,Twitter for iPhone,This is Rocky. He sleeps like a psychopath. 10/10 quality tongue slip https://t.co/MbgG95mUdu,https://twitter.com/dog_rates/status/685321586178670592/photo/1,10.0,10.0,Rocky,,,,,2523,595,9004971,https://pbs.twimg.com/media/CYLAWFMWMAEcRzb.jpg,None,Boston_bull,0.972483
685325112850124800,2016-01-08 05:00:14,Twitter for iPhone,"""Tristan do not speak to me with that kind of tone or I will take away the Xbox."" 10/10 https://t.co/VGPH0TfESw",https://twitter.com/dog_rates/status/685325112850124800/photo/1,10.0,10.0,None,,,,,8997,3737,9004971,https://pbs.twimg.com/media/CYLDikFWEAAIy1y.jpg,None,golden_retriever,0.586937
685532292383666176,2016-01-08 18:43:29,Twitter for iPhone,"For the last time, WE. DO. NOT. RATE. BULBASAUR. We only rate dogs. Please only send dogs. Thank you ...9/10 https://t.co/GboDG8WhJG",https://twitter.com/dog_rates/status/685532292383666176/photo/1,9.0,10.0,None,,,,,2896,1090,9004971,https://pbs.twimg.com/media/CYN_-6iW8AQhPu2.jpg,None,collie,0.0958052
685663452032069632,2016-01-09 03:24:40,Twitter for iPhone,"Meet Brooks. He's confused by the almighty ball of tennis. 12/10 

(vid by @PDolan37) https://t.co/AcVWe39nmM",https://twitter.com/dog_rates/status/685663452032069632/video/1,12.0,10.0,Brooks,,,,,3070,1383,9004971,https://pbs.twimg.com/ext_tw_video_thumb/685663358637486080/pu/img/3cXSHFZAgJQ_dDCf.jpg,None,Chesapeake_Bay_retriever,0.171174
688828561667567616,2016-01-17 21:01:41,Twitter for iPhone,Say hello to Brad. His car probably has a spoiler. Tan year round. Likes your insta pic but doesn't text back. 9/10 https://t.co/dfCCK3tWfr,https://twitter.com/dog_rates/status/688828561667567616/photo/1,9.0,10.0,Brad,,,,,1317,345,9004970,https://pbs.twimg.com/media/CY816snW8AYltrQ.jpg,None,Cardigan,0.6142310000000001
688898160958271489,2016-01-18 01:38:15,Twitter for iPhone,When you have a ton of work to do but then remember you have tomorrow off. 10/10 https://t.co/MfEaMUFYTx,"https://twitter.com/dog_rates/status/688898160958271489/photo/1,https://twitter.com/dog_rates/status/688898160958271489/photo/1",10.0,10.0,None,,,,,2001,739,9004970,https://pbs.twimg.com/media/CY91OENWUAE5agj.jpg,None,Ibizan_hound,0.8531700000000001
688908934925697024,2016-01-18 02:21:04,Twitter for iPhone,Meet Clarence. He does parkour. 8/10 very talented dog https://t.co/WpSFZm7RPH,https://twitter.com/dog_rates/status/688908934925697024/photo/1,8.0,10.0,Clarence,,,,,2010,724,9004970,https://pbs.twimg.com/media/CY9_BOYWkAAkuzn.jpg,None,,0.0
689154315265683456,2016-01-18 18:36:07,Twitter for iPhone,We normally don't rate birds but I feel bad cos this one forgot to fly south for the winter. 9/10 just wants a bath https://t.co/o47yitCn9N,https://twitter.com/dog_rates/status/689154315265683456/photo/1,9.0,10.0,None,,,,,2948,941,9004970,https://pbs.twimg.com/media/CZBeMMVUwAEdVqI.jpg,None,cocker_spaniel,0.816044
689275259254616065,2016-01-19 02:36:42,Twitter for iPhone,Meet Lucky. He was showing his friends an extreme pogo stick trick when he completely lost control. 10/10 still rad https://t.co/K55XrIoePl,https://twitter.com/dog_rates/status/689275259254616065/photo/1,10.0,10.0,Lucky,,,,,1093,234,9004970,https://pbs.twimg.com/media/CZDMMY0WEAAQYjQ.jpg,None,American_Staffordshire_terrier,0.215161
689280876073582592,2016-01-19 02:59:01,Twitter for iPhone,This is Herald. He wants you to know he could steal your girl at any moment. 10/10 https://t.co/JR7hLnlgeS,"https://twitter.com/dog_rates/status/689280876073582592/photo/1,https://twitter.com/dog_rates/status/689280876073582592/photo/1,https://twitter.com/dog_rates/status/689280876073582592/photo/1,https://twitter.com/dog_rates/status/689280876073582592/photo/1",10.0,10.0,Herald,,,,,1891,668,9004970,https://pbs.twimg.com/media/CZDRTAPUoAEaqxF.jpg,None,Chihuahua,0.6375460000000001
689283819090870273,2016-01-19 03:10:43,Twitter for iPhone,Say hello to Chipson. He's aerodynamic af. No eyes (devastating). 9/10 would make sure he didn't bump into stuff https://t.co/V62rIva61J,https://twitter.com/dog_rates/status/689283819090870273/photo/1,9.0,10.0,Chipson,,,,,3117,1043,9004970,https://pbs.twimg.com/media/CZDT-mZWsAEK9BH.jpg,None,Scotch_terrier,0.267979
689289219123089408,2016-01-19 03:32:10,Twitter for iPhone,Someone sent me this without any context and every aspect of it is spectacular. 13/10 please enjoy https://t.co/Rxrd4hPmp4,https://twitter.com/dog_rates/status/689289219123089408/video/1,13.0,10.0,None,,,,,2150,881,9004970,https://pbs.twimg.com/ext_tw_video_thumb/689289176076959744/pu/img/hEFkFtmMu_hkTlxK.jpg,None,,0.0
689517482558820352,2016-01-19 18:39:13,Twitter for iPhone,This is Carl. He just wants to make sure you're having a good day. 12/10 just a swell pup https://t.co/Wk3XCnmDvm,"https://twitter.com/dog_rates/status/689517482558820352/photo/1,https://twitter.com/dog_rates/status/689517482558820352/photo/1,https://twitter.com/dog_rates/status/689517482558820352/photo/1",12.0,10.0,Carl,,,,,3244,1350,9004970,https://pbs.twimg.com/media/CZGofjJW0AINjN9.jpg,None,Pembroke,0.799319
689557536375177216,2016-01-19 21:18:22,Twitter for iPhone,Downright majestic af 12/10 https://t.co/WFh2FEbYzj,https://twitter.com/dog_rates/status/689557536375177216/photo/1,12.0,10.0,None,,,,,1963,430,9004970,https://pbs.twimg.com/media/CZHM60BWIAA4AY4.jpg,None,Eskimo_dog,0.169482
689599056876867584,2016-01-20 00:03:21,Twitter for iPhone,Here we see 33 dogs posing for a picture. All get 11/10 for superb cooperation https://t.co/TRAri5iHzd,https://twitter.com/dog_rates/status/689599056876867584/photo/1,11.0,10.0,None,,,,,11133,5215,9004970,https://pbs.twimg.com/media/CZHyrvOXEAEin-A.jpg,None,cocker_spaniel,0.07310139999999997
689659372465688576,2016-01-20 04:03:02,Twitter for iPhone,This is Ricky. He's being escorted out of the dog park for talking shit about the other dogs. 8/10 not cool Ricky https://t.co/XtDkrsdEfF,https://twitter.com/dog_rates/status/689659372465688576/photo/1,8.0,10.0,Ricky,,,,,9894,3638,9004970,https://pbs.twimg.com/media/CZIpimOWcAETFRt.jpg,None,,0.0
689661964914655233,2016-01-20 04:13:20,Twitter for iPhone,Meet Luca. He's a Butternut Scooperfloof. Glorious tongue. 12/10 would pet really well https://t.co/VcxZQPNZaV,https://twitter.com/dog_rates/status/689661964914655233/photo/1,12.0,10.0,Luca,,,,,3091,889,9004970,https://pbs.twimg.com/media/CZIr5gFUsAAvnif.jpg,None,Italian_greyhound,0.322818
